Education,Year,ID,Framing,BotStrategy,Trial,Decision,BotDecision,Payoff
CogSci,2020,3ck83p9h,SlotMachine,1-ToM,27,0,0,1
CogSci,2020,3ck83p9h,SlotMachine,1-ToM,28,1,1,1
CogSci,2020,3ck83p9h,SlotMachine,1-ToM,29,1,0,-1
CogSci,2020,3ck83p9h,SlotMachine,0-ToM,3,1,0,-1
CogSci,2020,3ck83p9h,SlotMachine,1-ToM,30,0,0,1
CogSci,2020,3ck83p9h,SlotMachine,1-ToM,31,1,1,1
CogSci,2020,3ck83p9h,SlotMachine,1-ToM,32,0,0,1
CogSci,2020,3ck83p9h,SlotMachine,1-ToM,33,0,1,-1
CogSci,2020,3ck83p9h,SlotMachine,1-ToM,34,1,0,-1
CogSci,2020,3ck83p9h,SlotMachine,1-ToM,35,1,0,-1
CogSci,2020,3ck83p9h,SlotMachine,1-ToM,36,0,1,-1
CogSci,2020,3ck83p9h,SlotMachine,1-ToM,37,0,0,1
CogSci,2020,3ck83p9h,SlotMachine,1-ToM,38,1,1,1
CogSci,2020,3ck83p9h,SlotMachine,1-ToM,39,0,1,-1
CogSci,2020,3ck83p9h,SlotMachine,0-ToM,4,0,0,1
CogSci,2020,3ck83p9h,SlotMachine,1-ToM,40,0,1,-1
CogSci,2020,3ck83p9h,SlotMachine,2-ToM,41,0,0,1
CogSci,2020,3ck83p9h,SlotMachine,2-ToM,42,0,1,-1
CogSci,2020,3ck83p9h,SlotMachine,2-ToM,43,1,0,-1
CogSci,2020,3ck83p9h,SlotMachine,2-ToM,44,1,0,-1
CogSci,2020,3ck83p9h,SlotMachine,2-ToM,45,1,1,1
CogSci,2020,3ck83p9h,SlotMachine,2-ToM,46,0,0,1
CogSci,2020,3ck83p9h,SlotMachine,2-ToM,47,1,1,1
CogSci,2020,3ck83p9h,SlotMachine,2-ToM,48,0,0,1
CogSci,2020,3ck83p9h,SlotMachine,2-ToM,49,1,0,-1
CogSci,2020,3ck83p9h,SlotMachine,0-ToM,5,1,1,1
CogSci,2020,3ck83p9h,SlotMachine,2-ToM,50,1,1,1
CogSci,2020,3ck83p9h,SlotMachine,2-ToM,51,0,1,-1
CogSci,2020,3ck83p9h,SlotMachine,2-ToM,52,0,0,1
CogSci,2020,3ck83p9h,SlotMachine,2-ToM,53,0,1,-1
CogSci,2020,3ck83p9h,SlotMachine,2-ToM,54,1,0,-1
CogSci,2020,3ck83p9h,SlotMachine,2-ToM,55,1,0,-1
CogSci,2020,3ck83p9h,SlotMachine,2-ToM,56,1,1,1
CogSci,2020,3ck83p9h,SlotMachine,2-ToM,57,0,0,1
CogSci,2020,3ck83p9h,SlotMachine,2-ToM,58,1,0,-1
CogSci,2020,3ck83p9h,SlotMachine,2-ToM,59,0,1,-1
CogSci,2020,3ck83p9h,SlotMachine,0-ToM,6,0,0,1
CogSci,2020,3ck83p9h,SlotMachine,2-ToM,60,0,1,-1
CogSci,2020,3ck83p9h,SlotMachine,0-ToM,7,1,0,-1
CogSci,2020,3ck83p9h,SlotMachine,0-ToM,8,0,0,1
CogSci,2020,3ck83p9h,SlotMachine,0-ToM,9,1,0,-1
CogSci,2020,3nmtuxr6,SlotMachine,0-ToM,1,0,1,-1
CogSci,2020,3nmtuxr6,SlotMachine,0-ToM,10,1,1,1
CogSci,2020,3nmtuxr6,SlotMachine,0-ToM,11,1,1,1
CogSci,2020,3nmtuxr6,SlotMachine,0-ToM,12,1,0,-1
CogSci,2020,3nmtuxr6,SlotMachine,0-ToM,13,1,0,-1
CogSci,2020,3nmtuxr6,SlotMachine,0-ToM,14,0,0,1
CogSci,2020,3nmtuxr6,SlotMachine,0-ToM,15,0,0,1
CogSci,2020,3nmtuxr6,SlotMachine,0-ToM,16,0,1,-1
CogSci,2020,3nmtuxr6,SlotMachine,0-ToM,17,1,0,-1
CogSci,2020,3nmtuxr6,SlotMachine,0-ToM,18,1,1,1
CogSci,2020,3nmtuxr6,SlotMachine,0-ToM,19,0,0,1
CogSci,2020,3nmtuxr6,SlotMachine,0-ToM,2,0,0,1
CogSci,2020,3nmtuxr6,SlotMachine,0-ToM,20,1,1,1
CogSci,2020,3nmtuxr6,SlotMachine,1-ToM,21,0,0,1
CogSci,2020,3nmtuxr6,SlotMachine,1-ToM,22,0,1,-1
CogSci,2020,3nmtuxr6,SlotMachine,1-ToM,23,1,0,-1
CogSci,2020,3nmtuxr6,SlotMachine,1-ToM,24,1,1,1
CogSci,2020,3nmtuxr6,SlotMachine,1-ToM,25,0,0,1
CogSci,2020,3nmtuxr6,SlotMachine,1-ToM,26,1,0,-1
CogSci,2020,3nmtuxr6,SlotMachine,1-ToM,27,0,1,-1
CogSci,2020,3nmtuxr6,SlotMachine,1-ToM,28,0,1,-1
CogSci,2020,3nmtuxr6,SlotMachine,1-ToM,29,1,1,1
CogSci,2020,3nmtuxr6,SlotMachine,0-ToM,3,0,1,-1
CogSci,2020,3nmtuxr6,SlotMachine,1-ToM,30,0,0,1
CogSci,2020,3nmtuxr6,SlotMachine,1-ToM,31,0,1,-1
CogSci,2020,3nmtuxr6,SlotMachine,1-ToM,32,1,1,1
CogSci,2020,3nmtuxr6,SlotMachine,1-ToM,33,0,0,1
CogSci,2020,3nmtuxr6,SlotMachine,1-ToM,34,1,1,1
CogSci,2020,3nmtuxr6,SlotMachine,1-ToM,35,0,1,-1
CogSci,2020,3nmtuxr6,SlotMachine,1-ToM,36,0,1,-1
CogSci,2020,3nmtuxr6,SlotMachine,1-ToM,37,1,0,-1
CogSci,2020,3nmtuxr6,SlotMachine,1-ToM,38,1,1,1
CogSci,2020,3nmtuxr6,SlotMachine,1-ToM,39,0,0,1
CogSci,2020,3nmtuxr6,SlotMachine,0-ToM,4,0,1,-1
CogSci,2020,3nmtuxr6,SlotMachine,1-ToM,40,1,1,1
CogSci,2020,3nmtuxr6,SlotMachine,2-ToM,41,0,0,1
CogSci,2020,3nmtuxr6,SlotMachine,2-ToM,42,1,1,1
CogSci,2020,3nmtuxr6,SlotMachine,2-ToM,43,1,1,1
CogSci,2020,3nmtuxr6,SlotMachine,2-ToM,44,0,1,-1
CogSci,2020,3nmtuxr6,SlotMachine,2-ToM,45,1,0,-1
CogSci,2020,3nmtuxr6,SlotMachine,2-ToM,46,0,1,-1
CogSci,2020,3nmtuxr6,SlotMachine,2-ToM,47,0,0,1
CogSci,2020,3nmtuxr6,SlotMachine,2-ToM,48,1,1,1
CogSci,2020,3nmtuxr6,SlotMachine,2-ToM,49,0,0,1
CogSci,2020,3nmtuxr6,SlotMachine,0-ToM,5,1,1,1
CogSci,2020,3nmtuxr6,SlotMachine,2-ToM,50,1,0,-1
CogSci,2020,3nmtuxr6,SlotMachine,2-ToM,51,1,1,1
CogSci,2020,3nmtuxr6,SlotMachine,2-ToM,52,0,1,-1
CogSci,2020,3nmtuxr6,SlotMachine,2-ToM,53,1,0,-1
CogSci,2020,3nmtuxr6,SlotMachine,2-ToM,54,1,0,-1
CogSci,2020,3nmtuxr6,SlotMachine,2-ToM,55,0,0,1
CogSci,2020,3nmtuxr6,SlotMachine,2-ToM,56,1,1,1
CogSci,2020,3nmtuxr6,SlotMachine,2-ToM,57,0,1,-1
CogSci,2020,3nmtuxr6,SlotMachine,2-ToM,58,1,0,-1
CogSci,2020,3nmtuxr6,SlotMachine,2-ToM,59,1,0,-1
CogSci,2020,3nmtuxr6,SlotMachine,0-ToM,6,0,1,-1
CogSci,2020,3nmtuxr6,SlotMachine,2-ToM,60,1,0,-1
CogSci,2020,3nmtuxr6,SlotMachine,0-ToM,7,1,1,1
CogSci,2020,3nmtuxr6,SlotMachine,0-ToM,8,1,1,1
CogSci,2020,3nmtuxr6,SlotMachine,0-ToM,9,0,1,-1
CogSci,2020,3x9yttxq,SlotMachine,0-ToM,1,1,1,1
CogSci,2020,3x9yttxq,SlotMachine,0-ToM,10,0,1,-1
CogSci,2020,3x9yttxq,SlotMachine,0-ToM,11,1,1,1
CogSci,2020,3x9yttxq,SlotMachine,0-ToM,12,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,0-ToM,13,0,0,1
CogSci,2020,3x9yttxq,SlotMachine,0-ToM,14,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,0-ToM,15,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,0-ToM,16,0,0,1
CogSci,2020,3x9yttxq,SlotMachine,0-ToM,17,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,0-ToM,18,0,1,-1
CogSci,2020,3x9yttxq,SlotMachine,0-ToM,19,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,0-ToM,2,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,0-ToM,20,0,0,1
CogSci,2020,3x9yttxq,SlotMachine,1-ToM,21,0,1,-1
CogSci,2020,3x9yttxq,SlotMachine,1-ToM,22,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,1-ToM,23,0,1,-1
CogSci,2020,3x9yttxq,SlotMachine,1-ToM,24,0,0,1
CogSci,2020,3x9yttxq,SlotMachine,1-ToM,25,1,1,1
CogSci,2020,3x9yttxq,SlotMachine,1-ToM,26,0,1,-1
CogSci,2020,3x9yttxq,SlotMachine,1-ToM,27,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,1-ToM,28,1,1,1
CogSci,2020,3x9yttxq,SlotMachine,1-ToM,29,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,0-ToM,3,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,1-ToM,30,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,1-ToM,31,0,1,-1
CogSci,2020,3x9yttxq,SlotMachine,1-ToM,32,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,1-ToM,33,0,0,1
CogSci,2020,3x9yttxq,SlotMachine,1-ToM,34,0,1,-1
CogSci,2020,3x9yttxq,SlotMachine,1-ToM,35,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,1-ToM,36,0,1,-1
CogSci,2020,3x9yttxq,SlotMachine,1-ToM,37,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,1-ToM,38,1,1,1
CogSci,2020,3x9yttxq,SlotMachine,1-ToM,39,0,0,1
CogSci,2020,3x9yttxq,SlotMachine,0-ToM,4,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,1-ToM,40,0,1,-1
CogSci,2020,3x9yttxq,SlotMachine,2-ToM,41,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,2-ToM,42,0,1,-1
CogSci,2020,3x9yttxq,SlotMachine,2-ToM,43,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,2-ToM,44,1,1,1
CogSci,2020,3x9yttxq,SlotMachine,2-ToM,45,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,2-ToM,46,1,1,1
CogSci,2020,3x9yttxq,SlotMachine,2-ToM,47,0,0,1
CogSci,2020,3x9yttxq,SlotMachine,2-ToM,48,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,2-ToM,49,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,0-ToM,5,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,2-ToM,50,0,1,-1
CogSci,2020,3x9yttxq,SlotMachine,2-ToM,51,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,2-ToM,52,0,1,-1
CogSci,2020,3x9yttxq,SlotMachine,2-ToM,53,0,1,-1
CogSci,2020,3x9yttxq,SlotMachine,2-ToM,54,0,0,1
CogSci,2020,3x9yttxq,SlotMachine,2-ToM,55,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,2-ToM,56,0,0,1
CogSci,2020,3x9yttxq,SlotMachine,2-ToM,57,1,1,1
CogSci,2020,3x9yttxq,SlotMachine,2-ToM,58,0,1,-1
CogSci,2020,3x9yttxq,SlotMachine,2-ToM,59,0,0,1
CogSci,2020,3x9yttxq,SlotMachine,0-ToM,6,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,2-ToM,60,0,1,-1
CogSci,2020,3x9yttxq,SlotMachine,0-ToM,7,0,0,1
CogSci,2020,3x9yttxq,SlotMachine,0-ToM,8,1,0,-1
CogSci,2020,3x9yttxq,SlotMachine,0-ToM,9,0,0,1
CogSci,2020,4f80gvf9,SlotMachine,0-ToM,1,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,0-ToM,10,1,1,1
CogSci,2020,4f80gvf9,SlotMachine,0-ToM,11,0,0,1
CogSci,2020,4f80gvf9,SlotMachine,0-ToM,12,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,0-ToM,13,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,0-ToM,14,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,0-ToM,15,1,1,1
CogSci,2020,4f80gvf9,SlotMachine,0-ToM,16,0,0,1
CogSci,2020,4f80gvf9,SlotMachine,0-ToM,17,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,0-ToM,18,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,0-ToM,19,1,1,1
CogSci,2020,4f80gvf9,SlotMachine,0-ToM,2,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,0-ToM,20,1,1,1
CogSci,2020,4f80gvf9,SlotMachine,1-ToM,21,0,0,1
CogSci,2020,4f80gvf9,SlotMachine,1-ToM,22,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,1-ToM,23,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,1-ToM,24,1,0,-1
CogSci,2020,4f80gvf9,SlotMachine,1-ToM,25,1,1,1
CogSci,2020,4f80gvf9,SlotMachine,1-ToM,26,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,1-ToM,27,1,1,1
CogSci,2020,4f80gvf9,SlotMachine,1-ToM,28,0,0,1
CogSci,2020,4f80gvf9,SlotMachine,1-ToM,29,1,1,1
CogSci,2020,4f80gvf9,SlotMachine,0-ToM,3,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,1-ToM,30,1,1,1
CogSci,2020,4f80gvf9,SlotMachine,1-ToM,31,1,0,-1
CogSci,2020,4f80gvf9,SlotMachine,1-ToM,32,1,0,-1
CogSci,2020,4f80gvf9,SlotMachine,1-ToM,33,0,0,1
CogSci,2020,4f80gvf9,SlotMachine,1-ToM,34,1,1,1
CogSci,2020,4f80gvf9,SlotMachine,1-ToM,35,1,1,1
CogSci,2020,4f80gvf9,SlotMachine,1-ToM,36,1,0,-1
CogSci,2020,4f80gvf9,SlotMachine,1-ToM,37,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,1-ToM,38,0,0,1
CogSci,2020,4f80gvf9,SlotMachine,1-ToM,39,1,1,1
CogSci,2020,4f80gvf9,SlotMachine,0-ToM,4,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,1-ToM,40,1,0,-1
CogSci,2020,4f80gvf9,SlotMachine,2-ToM,41,0,0,1
CogSci,2020,4f80gvf9,SlotMachine,2-ToM,42,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,2-ToM,43,0,0,1
CogSci,2020,4f80gvf9,SlotMachine,2-ToM,44,1,0,-1
CogSci,2020,4f80gvf9,SlotMachine,2-ToM,45,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,2-ToM,46,1,1,1
CogSci,2020,4f80gvf9,SlotMachine,2-ToM,47,0,0,1
CogSci,2020,4f80gvf9,SlotMachine,2-ToM,48,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,2-ToM,49,1,0,-1
CogSci,2020,4f80gvf9,SlotMachine,0-ToM,5,1,0,-1
CogSci,2020,4f80gvf9,SlotMachine,2-ToM,50,1,1,1
CogSci,2020,4f80gvf9,SlotMachine,2-ToM,51,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,2-ToM,52,1,0,-1
CogSci,2020,4f80gvf9,SlotMachine,2-ToM,53,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,2-ToM,54,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,2-ToM,55,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,2-ToM,56,0,0,1
CogSci,2020,4f80gvf9,SlotMachine,2-ToM,57,1,1,1
CogSci,2020,4f80gvf9,SlotMachine,2-ToM,58,1,0,-1
CogSci,2020,4f80gvf9,SlotMachine,2-ToM,59,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,0-ToM,6,1,0,-1
CogSci,2020,4f80gvf9,SlotMachine,2-ToM,60,1,1,1
CogSci,2020,4f80gvf9,SlotMachine,0-ToM,7,0,0,1
CogSci,2020,4f80gvf9,SlotMachine,0-ToM,8,0,1,-1
CogSci,2020,4f80gvf9,SlotMachine,0-ToM,9,1,1,1
CogSci,2020,4l4xqbh1,SlotMachine,0-ToM,1,0,0,1
CogSci,2020,4l4xqbh1,SlotMachine,0-ToM,10,0,0,1
CogSci,2020,4l4xqbh1,SlotMachine,0-ToM,11,0,0,1
CogSci,2020,4l4xqbh1,SlotMachine,0-ToM,12,1,1,1
CogSci,2020,4l4xqbh1,SlotMachine,0-ToM,13,1,1,1
CogSci,2020,4l4xqbh1,SlotMachine,0-ToM,14,0,1,-1
CogSci,2020,4l4xqbh1,SlotMachine,0-ToM,15,0,1,-1
CogSci,2020,4l4xqbh1,SlotMachine,0-ToM,16,0,1,-1
CogSci,2020,4l4xqbh1,SlotMachine,0-ToM,17,1,0,-1
CogSci,2020,4l4xqbh1,SlotMachine,0-ToM,18,0,0,1
CogSci,2020,4l4xqbh1,SlotMachine,0-ToM,19,0,1,-1
CogSci,2020,4l4xqbh1,SlotMachine,0-ToM,2,0,1,-1
CogSci,2020,4l4xqbh1,SlotMachine,0-ToM,20,1,1,1
CogSci,2020,4l4xqbh1,SlotMachine,1-ToM,21,1,0,-1
CogSci,2020,4l4xqbh1,SlotMachine,1-ToM,22,0,0,1
CogSci,2020,4l4xqbh1,SlotMachine,1-ToM,23,0,1,-1
CogSci,2020,4l4xqbh1,SlotMachine,1-ToM,24,1,0,-1
CogSci,2020,4l4xqbh1,SlotMachine,1-ToM,25,1,1,1
CogSci,2020,4l4xqbh1,SlotMachine,1-ToM,26,0,0,1
CogSci,2020,4l4xqbh1,SlotMachine,1-ToM,27,1,1,1
CogSci,2020,4l4xqbh1,SlotMachine,1-ToM,28,1,0,-1
CogSci,2020,4l4xqbh1,SlotMachine,1-ToM,29,1,0,-1
CogSci,2020,4l4xqbh1,SlotMachine,0-ToM,3,0,0,1
CogSci,2020,4l4xqbh1,SlotMachine,1-ToM,30,0,1,-1
CogSci,2020,4l4xqbh1,SlotMachine,1-ToM,31,1,0,-1
CogSci,2020,4l4xqbh1,SlotMachine,1-ToM,32,1,1,1
CogSci,2020,4l4xqbh1,SlotMachine,1-ToM,33,0,0,1
CogSci,2020,4l4xqbh1,SlotMachine,1-ToM,34,1,0,-1
CogSci,2020,4l4xqbh1,SlotMachine,1-ToM,35,0,0,1
CogSci,2020,4l4xqbh1,SlotMachine,1-ToM,36,0,1,-1
CogSci,2020,4l4xqbh1,SlotMachine,1-ToM,37,0,0,1
CogSci,2020,4l4xqbh1,SlotMachine,1-ToM,38,1,1,1
CogSci,2020,4l4xqbh1,SlotMachine,1-ToM,39,1,1,1
CogSci,2020,4l4xqbh1,SlotMachine,0-ToM,4,1,1,1
CogSci,2020,4l4xqbh1,SlotMachine,1-ToM,40,0,0,1
CogSci,2020,4l4xqbh1,SlotMachine,2-ToM,41,0,0,1
CogSci,2020,4l4xqbh1,SlotMachine,2-ToM,42,0,1,-1
CogSci,2020,4l4xqbh1,SlotMachine,2-ToM,43,0,1,-1
CogSci,2020,4l4xqbh1,SlotMachine,2-ToM,44,1,1,1
CogSci,2020,4l4xqbh1,SlotMachine,2-ToM,45,0,1,-1
CogSci,2020,4l4xqbh1,SlotMachine,2-ToM,46,1,0,-1
CogSci,2020,4l4xqbh1,SlotMachine,2-ToM,47,0,0,1
CogSci,2020,4l4xqbh1,SlotMachine,2-ToM,48,0,1,-1
CogSci,2020,4l4xqbh1,SlotMachine,2-ToM,49,0,0,1
CogSci,2020,4l4xqbh1,SlotMachine,0-ToM,5,0,1,-1
CogSci,2020,4l4xqbh1,SlotMachine,2-ToM,50,1,1,1
CogSci,2020,4l4xqbh1,SlotMachine,2-ToM,51,0,0,1
CogSci,2020,4l4xqbh1,SlotMachine,2-ToM,52,1,1,1
CogSci,2020,4l4xqbh1,SlotMachine,2-ToM,53,0,1,-1
CogSci,2020,4l4xqbh1,SlotMachine,2-ToM,54,0,0,1
CogSci,2020,4l4xqbh1,SlotMachine,2-ToM,55,1,0,-1
CogSci,2020,4l4xqbh1,SlotMachine,2-ToM,56,1,1,1
CogSci,2020,4l4xqbh1,SlotMachine,2-ToM,57,0,1,-1
CogSci,2020,4l4xqbh1,SlotMachine,2-ToM,58,0,0,1
CogSci,2020,4l4xqbh1,SlotMachine,2-ToM,59,0,0,1
CogSci,2020,4l4xqbh1,SlotMachine,0-ToM,6,0,1,-1
CogSci,2020,4l4xqbh1,SlotMachine,2-ToM,60,1,1,1
CogSci,2020,4l4xqbh1,SlotMachine,0-ToM,7,1,1,1
CogSci,2020,4l4xqbh1,SlotMachine,0-ToM,8,1,1,1
CogSci,2020,4l4xqbh1,SlotMachine,0-ToM,9,1,0,-1
CogSci,2020,4oxun1rz,SlotMachine,0-ToM,1,1,0,-1
CogSci,2020,4oxun1rz,SlotMachine,0-ToM,10,1,0,-1
CogSci,2020,4oxun1rz,SlotMachine,0-ToM,11,0,0,1
CogSci,2020,4oxun1rz,SlotMachine,0-ToM,12,1,0,-1
CogSci,2020,4oxun1rz,SlotMachine,0-ToM,13,0,0,1
CogSci,2020,4oxun1rz,SlotMachine,0-ToM,14,0,0,1
CogSci,2020,4oxun1rz,SlotMachine,0-ToM,15,0,1,-1
CogSci,2020,4oxun1rz,SlotMachine,0-ToM,16,1,0,-1
CogSci,2020,4oxun1rz,SlotMachine,0-ToM,17,1,0,-1
CogSci,2020,4oxun1rz,SlotMachine,0-ToM,18,0,0,1
CogSci,2020,4oxun1rz,SlotMachine,0-ToM,19,1,1,1
CogSci,2020,4oxun1rz,SlotMachine,0-ToM,2,1,1,1
CogSci,2020,4oxun1rz,SlotMachine,0-ToM,20,1,0,-1
CogSci,2020,4oxun1rz,SlotMachine,1-ToM,21,0,0,1
CogSci,2020,4oxun1rz,SlotMachine,1-ToM,22,1,1,1
CogSci,2020,4oxun1rz,SlotMachine,1-ToM,23,0,0,1
CogSci,2020,4oxun1rz,SlotMachine,1-ToM,24,0,1,-1
CogSci,2020,4oxun1rz,SlotMachine,1-ToM,25,0,0,1
CogSci,2020,4oxun1rz,SlotMachine,1-ToM,26,1,1,1
CogSci,2020,4oxun1rz,SlotMachine,1-ToM,27,0,1,-1
CogSci,2020,4oxun1rz,SlotMachine,1-ToM,28,0,0,1
CogSci,2020,4oxun1rz,SlotMachine,1-ToM,29,1,1,1
CogSci,2020,4oxun1rz,SlotMachine,0-ToM,3,0,0,1
CogSci,2020,4oxun1rz,SlotMachine,1-ToM,30,0,1,-1
CogSci,2020,4oxun1rz,SlotMachine,1-ToM,31,0,1,-1
CogSci,2020,4oxun1rz,SlotMachine,1-ToM,32,1,0,-1
CogSci,2020,4oxun1rz,SlotMachine,1-ToM,33,0,1,-1
CogSci,2020,4oxun1rz,SlotMachine,1-ToM,34,0,1,-1
CogSci,2020,4oxun1rz,SlotMachine,1-ToM,35,0,0,1
CogSci,2020,4oxun1rz,SlotMachine,1-ToM,36,1,1,1
CogSci,2020,4oxun1rz,SlotMachine,1-ToM,37,1,1,1
CogSci,2020,4oxun1rz,SlotMachine,1-ToM,38,0,1,-1
CogSci,2020,4oxun1rz,SlotMachine,1-ToM,39,1,0,-1
CogSci,2020,4oxun1rz,SlotMachine,0-ToM,4,1,0,-1
CogSci,2020,4oxun1rz,SlotMachine,1-ToM,40,1,0,-1
CogSci,2020,4oxun1rz,SlotMachine,2-ToM,41,0,0,1
CogSci,2020,4oxun1rz,SlotMachine,2-ToM,42,0,1,-1
CogSci,2020,4oxun1rz,SlotMachine,2-ToM,43,0,0,1
CogSci,2020,4oxun1rz,SlotMachine,2-ToM,44,0,1,-1
CogSci,2020,4oxun1rz,SlotMachine,2-ToM,45,0,1,-1
CogSci,2020,4oxun1rz,SlotMachine,2-ToM,46,0,0,1
CogSci,2020,4oxun1rz,SlotMachine,2-ToM,47,1,1,1
CogSci,2020,4oxun1rz,SlotMachine,2-ToM,48,0,1,-1
CogSci,2020,4oxun1rz,SlotMachine,2-ToM,49,0,1,-1
CogSci,2020,4oxun1rz,SlotMachine,0-ToM,5,1,0,-1
CogSci,2020,4oxun1rz,SlotMachine,2-ToM,50,0,1,-1
CogSci,2020,4oxun1rz,SlotMachine,2-ToM,51,1,1,1
CogSci,2020,4oxun1rz,SlotMachine,2-ToM,52,1,0,-1
CogSci,2020,4oxun1rz,SlotMachine,2-ToM,53,1,1,1
CogSci,2020,4oxun1rz,SlotMachine,2-ToM,54,0,1,-1
CogSci,2020,4oxun1rz,SlotMachine,2-ToM,55,1,1,1
CogSci,2020,4oxun1rz,SlotMachine,2-ToM,56,1,1,1
CogSci,2020,4oxun1rz,SlotMachine,2-ToM,57,1,0,-1
CogSci,2020,4oxun1rz,SlotMachine,2-ToM,58,1,0,-1
CogSci,2020,4oxun1rz,SlotMachine,2-ToM,59,1,0,-1
CogSci,2020,4oxun1rz,SlotMachine,0-ToM,6,1,0,-1
CogSci,2020,4oxun1rz,SlotMachine,2-ToM,60,1,0,-1
CogSci,2020,4oxun1rz,SlotMachine,0-ToM,7,1,0,-1
CogSci,2020,4oxun1rz,SlotMachine,0-ToM,8,1,0,-1
CogSci,2020,4oxun1rz,SlotMachine,0-ToM,9,1,0,-1
CogSci,2020,7dzg6nc0,SlotMachine,0-ToM,1,0,1,-1
CogSci,2020,7dzg6nc0,SlotMachine,0-ToM,10,1,1,1
CogSci,2020,7dzg6nc0,SlotMachine,0-ToM,11,0,0,1
CogSci,2020,7dzg6nc0,SlotMachine,0-ToM,12,1,1,1
CogSci,2020,7dzg6nc0,SlotMachine,0-ToM,13,0,1,-1
CogSci,2020,7dzg6nc0,SlotMachine,0-ToM,14,1,1,1
CogSci,2020,7dzg6nc0,SlotMachine,0-ToM,15,0,1,-1
CogSci,2020,7dzg6nc0,SlotMachine,0-ToM,16,1,1,1
CogSci,2020,7dzg6nc0,SlotMachine,0-ToM,17,0,0,1
CogSci,2020,7dzg6nc0,SlotMachine,0-ToM,18,1,1,1
CogSci,2020,7dzg6nc0,SlotMachine,0-ToM,19,1,1,1
CogSci,2020,7dzg6nc0,SlotMachine,0-ToM,2,1,0,-1
CogSci,2020,7dzg6nc0,SlotMachine,0-ToM,20,0,0,1
CogSci,2020,7dzg6nc0,SlotMachine,1-ToM,21,1,1,1
CogSci,2020,7dzg6nc0,SlotMachine,1-ToM,22,1,0,-1
CogSci,2020,7dzg6nc0,SlotMachine,1-ToM,23,1,1,1
CogSci,2020,7dzg6nc0,SlotMachine,1-ToM,24,0,1,-1
CogSci,2020,7dzg6nc0,SlotMachine,1-ToM,25,0,0,1
CogSci,2020,7dzg6nc0,SlotMachine,1-ToM,26,0,0,1
CogSci,2020,7dzg6nc0,SlotMachine,1-ToM,27,1,1,1
CogSci,2020,7dzg6nc0,SlotMachine,1-ToM,28,1,0,-1
CogSci,2020,7dzg6nc0,SlotMachine,1-ToM,29,1,0,-1
CogSci,2020,7dzg6nc0,SlotMachine,0-ToM,3,1,1,1
CogSci,2020,7dzg6nc0,SlotMachine,1-ToM,30,0,1,-1
CogSci,2020,7dzg6nc0,SlotMachine,1-ToM,31,1,0,-1
CogSci,2020,7dzg6nc0,SlotMachine,1-ToM,32,0,0,1
CogSci,2020,7dzg6nc0,SlotMachine,1-ToM,33,0,0,1
